timestamp,domain,query_type,dnssec,protocol,client_ip,status,reasons,destination_country,root_domain,device_id,device_name,device_model,device_local_ip,matched_name,client_name
2025-11-26T21:28:14.559Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:28:23.668Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:28:24.686Z,minecraft.net,A,false,DNS-over-TLS,176.44.84.151,,,US,minecraft.net,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:28:29.164Z,nflxso.net,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:28:38.192Z,nflxso.net,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:28:47.341Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:28:51.937Z,minecraft.net,A,false,DNS-over-TLS,176.44.84.151,,,US,minecraft.net,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:28:53.713Z,disneyplus.com,A,false,DNS-over-TLS,176.44.84.151,,,US,disneyplus.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:29:03.304Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:29:06.626Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:29:10.833Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:29:15.237Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:29:18.930Z,roblox.com,A,false,DNS-over-TLS,176.44.84.151,,,US,roblox.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:29:27.008Z,draftkings.com,A,false,DNS-over-TLS,176.44.84.151,,,US,draftkings.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:29:31.617Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:29:34.903Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:29:41.416Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:29:46.880Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:29:48.276Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:29:53.479Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:29:58.520Z,minecraft.net,A,false,DNS-over-TLS,176.44.84.151,,,US,minecraft.net,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:30:03.370Z,nflxso.net,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:30:06.389Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:30:11.544Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:30:16.229Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:30:22.193Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:30:22.826Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:30:30.645Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:30:39.556Z,pornhub.com,A,false,DNS-over-TLS,176.44.84.151,,,US,pornhub.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:30:47.619Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:30:54.776Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:31:04.390Z,telemetry.microsoft.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,microsoft.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:31:13.053Z,xnxx.com,A,false,DNS-over-TLS,176.44.84.151,blocked,googlesafebrowsing,US,xnxx.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:31:15.347Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:31:16.250Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:31:19.186Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:31:28.089Z,nflxso.net,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:31:35.135Z,disneyplus.com,A,false,DNS-over-TLS,176.44.84.151,,,US,disneyplus.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:31:37.719Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:31:46.960Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:31:50.113Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:31:53.455Z,telemetry.microsoft.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,microsoft.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:31:59.082Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:32:05.149Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:32:08.496Z,roblox.com,A,false,DNS-over-TLS,176.44.84.151,,,US,roblox.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:32:12.737Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:32:15.431Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:32:23.288Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:32:26.370Z,nflxso.net,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:32:27.391Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:32:34.391Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:32:34.965Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:32:36.113Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:32:42.528Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:32:50.857Z,telemetry.microsoft.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,microsoft.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:32:55.002Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:33:02.766Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:33:03.345Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:33:06.970Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:33:10.162Z,telemetry.microsoft.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,microsoft.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:33:12.367Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:33:20.933Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:33:22.828Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:33:29.913Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:33:33.919Z,telemetry.microsoft.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,microsoft.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:33:40.813Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:33:44.567Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:33:53.606Z,bet365.com,A,false,DNS-over-TLS,176.44.84.151,,,US,bet365.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:34:00.876Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:34:05.768Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:34:15.653Z,pornhub.com,A,false,DNS-over-TLS,176.44.84.151,blocked,googlesafebrowsing,US,pornhub.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:34:16.636Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:34:18.627Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:34:23.644Z,minecraft.net,A,false,DNS-over-TLS,176.44.84.151,,,US,minecraft.net,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:34:29.352Z,pornhub.com,A,false,DNS-over-TLS,176.44.84.151,blocked,googlesafebrowsing,US,pornhub.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:34:29.885Z,bet365.com,A,false,DNS-over-TLS,176.44.84.151,,,US,bet365.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:34:34.022Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:34:41.201Z,xnxx.com,A,false,DNS-over-TLS,176.44.84.151,blocked,googlesafebrowsing,US,xnxx.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:34:45.216Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:34:49.319Z,roblox.com,A,false,DNS-over-TLS,176.44.84.151,,,US,roblox.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:34:55.015Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:34:57.159Z,minecraft.net,A,false,DNS-over-TLS,176.44.84.151,,,US,minecraft.net,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:35:03.651Z,minecraft.net,A,false,DNS-over-TLS,176.44.84.151,,,US,minecraft.net,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:35:04.726Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:35:05.705Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:35:10.649Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:35:18.503Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:35:24.097Z,api.ad.intl.xiaomi.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,xiaomi.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:35:31.659Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:35:35.837Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:35:45.395Z,telemetry.microsoft.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,microsoft.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:35:54.608Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:35:56.494Z,nflxso.net,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:36:04.520Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:36:09.241Z,minecraft.net,A,false,DNS-over-TLS,176.44.84.151,,,US,minecraft.net,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:36:11.949Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:36:17.829Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:36:25.945Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:36:28.462Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:36:38.182Z,disneyplus.com,A,false,DNS-over-TLS,176.44.84.151,,,US,disneyplus.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:36:47.291Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:36:47.806Z,pornhub.com,A,false,DNS-over-TLS,176.44.84.151,blocked,googlesafebrowsing,US,pornhub.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:36:50.180Z,bet365.com,A,false,DNS-over-TLS,176.44.84.151,,,US,bet365.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:36:51.417Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:36:58.985Z,roblox.com,A,false,DNS-over-TLS,176.44.84.151,,,US,roblox.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:36:59.996Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:37:02.552Z,telemetry.microsoft.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,microsoft.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:37:11.005Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:37:17.339Z,roblox.com,A,false,DNS-over-TLS,176.44.84.151,,,US,roblox.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:37:24.308Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:37:29.494Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:37:33.765Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:37:40.248Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:37:43.885Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:37:50.133Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:37:55.402Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:37:55.943Z,roblox.com,A,false,DNS-over-TLS,176.44.84.151,,,US,roblox.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:38:01.726Z,telemetry.microsoft.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,microsoft.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:38:04.861Z,pbskids.org,A,false,DNS-over-TLS,176.44.84.151,,,US,pbskids.org,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:38:12.952Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:38:18.828Z,netflix.com,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:38:24.219Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:38:31.692Z,nflxso.net,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:38:32.506Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:38:35.253Z,google.com,A,false,DNS-over-TLS,176.44.84.151,,,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:38:43.053Z,disneyplus.com,A,false,DNS-over-TLS,176.44.84.151,,,US,disneyplus.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:38:44.783Z,facebook.com,A,false,DNS-over-TLS,176.44.84.151,,,US,facebook.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:38:50.361Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:38:56.467Z,roblox.com,A,false,DNS-over-TLS,176.44.84.151,,,US,roblox.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:39:02.902Z,minecraft.net,A,false,DNS-over-TLS,176.44.84.151,,,US,minecraft.net,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
2025-11-26T21:39:09.081Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:39:12.401Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:39:18.656Z,amazon.com,A,false,DNS-over-TLS,176.44.84.151,,,US,amazon.com,dev_01,Dad's iPhone,iPhone 13,192.168.1.101,,
2025-11-26T21:39:24.631Z,instagram.com,A,false,DNS-over-TLS,176.44.84.151,,,US,instagram.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:39:33.042Z,ads.google.com,A,false,DNS-over-TLS,176.44.84.151,blocked,blocklist:nextdns-recommended,US,google.com,dev_02,Mom's MacBook,MacBook Pro,192.168.1.102,,
2025-11-26T21:39:41.158Z,nflxso.net,A,false,DNS-over-TLS,176.44.84.151,,,US,netflix.com,dev_04,Living Room TV,Samsung TV,192.168.1.105,,
2025-11-26T21:39:44.363Z,xnxx.com,A,false,DNS-over-TLS,176.44.84.151,blocked,googlesafebrowsing,US,xnxx.com,dev_03,Kid's iPad,iPad Air,192.168.1.103,,
